id,name,image,detail,category_id,price,stock,status,create_time,update_time
597,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/597.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,78,1886,264,0,2023/1/1 9:00,2023/1/1 9:00
598,Chicken Sandwich,http://127.0.0.1:8080/images/598.png,Treat yourself to one of our tempting yet affordable Chicken Sandwich.  It make for a quick and tasty meal treat.,59,565,221,1,2023/1/1 9:00,2023/1/1 9:00
599,Coconut Cream Puff with Oreo Cookies,http://127.0.0.1:8080/images/599.png,Treat yourself to one of our tempting yet affordable Coconut Cream Puff with Oreo Cookies.  It make for a quick and tasty meal treat.,18,1907,127,1,2023/1/1 9:00,2023/1/1 9:00
600,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/600.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,14,288,497,1,2023/1/1 9:00,2023/1/1 9:00
601,Tiramisu cup,http://127.0.0.1:8080/images/601.png,Treat yourself to one of our tempting yet affordable Tiramisu cup.  It make for a quick and tasty meal treat.,70,679,201,1,2023/1/1 9:00,2023/1/1 9:00
602,Chicken Sandwich,http://127.0.0.1:8080/images/602.png,Treat yourself to one of our tempting yet affordable Chicken Sandwich.  It make for a quick and tasty meal treat.,97,2657,218,1,2023/1/1 9:00,2023/1/1 9:00
603,Awayuki Strawberry Mini Cream Puff,http://127.0.0.1:8080/images/603.png,Treat yourself to one of our tempting yet affordable Awayuki Strawberry Mini Cream Puff.  It make for a quick and tasty meal treat.,40,1339,236,1,2023/1/1 9:00,2023/1/1 9:00
604,Cheese Hot Dog,http://127.0.0.1:8080/images/604.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,35,2675,75,1,2023/1/1 9:00,2023/1/1 9:00
605,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/605.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,16,218,500,1,2023/1/1 9:00,2023/1/1 9:00
606,Expresso,http://127.0.0.1:8080/images/606.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,90,2712,242,0,2023/1/1 9:00,2023/1/1 9:00
607,"Bacon, Sausage & Egg Wrap",http://127.0.0.1:8080/images/607.png,"Treat yourself to one of our tempting yet affordable Bacon, Sausage & Egg Wrap.  It make for a quick and tasty meal treat.",68,2355,231,0,2023/1/1 9:00,2023/1/1 9:00
608,Expresso,http://127.0.0.1:8080/images/608.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,57,2084,472,1,2023/1/1 9:00,2023/1/1 9:00
609,Wireless Bluetooth Earbuds,http://127.0.0.1:8080/images/609.png,Treat yourself to one of our tempting yet affordable Wireless Bluetooth Earbuds.  It make for a quick and tasty meal treat.,6,1464,355,1,2023/1/1 9:00,2023/1/1 9:00
610,Tiramisu cup,http://127.0.0.1:8080/images/610.png,Treat yourself to one of our tempting yet affordable Tiramisu cup.  It make for a quick and tasty meal treat.,47,2970,468,1,2023/1/1 9:00,2023/1/1 9:00
611,Reusable Silicone Food Storage Bags,http://127.0.0.1:8080/images/611.png,Treat yourself to one of our tempting yet affordable Reusable Silicone Food Storage Bags.  It make for a quick and tasty meal treat.,15,1318,357,1,2023/1/1 9:00,2023/1/1 9:00
612,Milk Cream Roll Cake,http://127.0.0.1:8080/images/612.png,Treat yourself to one of our tempting yet affordable Milk Cream Roll Cake.  It make for a quick and tasty meal treat.,83,2985,209,1,2023/1/1 9:00,2023/1/1 9:00
613,Coconut Cream Puff with Oreo Cookies,http://127.0.0.1:8080/images/613.png,Treat yourself to one of our tempting yet affordable Coconut Cream Puff with Oreo Cookies.  It make for a quick and tasty meal treat.,84,232,265,1,2023/1/1 9:00,2023/1/1 9:00
614,Spicy Chicken Cartilage,http://127.0.0.1:8080/images/614.png,Treat yourself to one of our tempting yet affordable Spicy Chicken Cartilage.  It make for a quick and tasty meal treat.,67,1100,385,1,2023/1/1 9:00,2023/1/1 9:00
615,Chicken Sandwich,http://127.0.0.1:8080/images/615.png,Treat yourself to one of our tempting yet affordable Chicken Sandwich.  It make for a quick and tasty meal treat.,82,2074,186,0,2023/1/1 9:00,2023/1/1 9:00
616,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/616.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,70,1656,126,1,2023/1/1 9:00,2023/1/1 9:00
617,Cold Teas,http://127.0.0.1:8080/images/617.png,Treat yourself to one of our tempting yet affordable Cold Teas.  It make for a quick and tasty meal treat.,11,357,249,0,2023/1/1 9:00,2023/1/1 9:00
618,Wireless Bluetooth Earbuds,http://127.0.0.1:8080/images/618.png,Treat yourself to one of our tempting yet affordable Wireless Bluetooth Earbuds.  It make for a quick and tasty meal treat.,11,1161,303,1,2023/1/1 9:00,2023/1/1 9:00
619,Hot Teas,http://127.0.0.1:8080/images/619.png,Treat yourself to one of our tempting yet affordable Hot Teas.  It make for a quick and tasty meal treat.,82,805,106,1,2023/1/1 9:00,2023/1/1 9:00
620,Chocolate Cookies,http://127.0.0.1:8080/images/620.png,Treat yourself to one of our tempting yet affordable Chocolate Cookies.  It make for a quick and tasty meal treat.,40,1097,139,1,2023/1/1 9:00,2023/1/1 9:00
621,Wireless Bluetooth Earbuds,http://127.0.0.1:8080/images/621.png,Treat yourself to one of our tempting yet affordable Wireless Bluetooth Earbuds.  It make for a quick and tasty meal treat.,80,2720,500,1,2023/1/1 9:00,2023/1/1 9:00
622,Coconut Cream Puff with Oreo Cookies,http://127.0.0.1:8080/images/622.png,Treat yourself to one of our tempting yet affordable Coconut Cream Puff with Oreo Cookies.  It make for a quick and tasty meal treat.,10,1898,118,1,2023/1/1 9:00,2023/1/1 9:00
623,BBQ Pork Skewer,http://127.0.0.1:8080/images/623.png,Treat yourself to one of our tempting yet affordable BBQ Pork Skewer.  It make for a quick and tasty meal treat.,81,521,160,1,2023/1/1 9:00,2023/1/1 9:00
624,Hot Teas,http://127.0.0.1:8080/images/624.png,Treat yourself to one of our tempting yet affordable Hot Teas.  It make for a quick and tasty meal treat.,42,2016,303,1,2023/1/1 9:00,2023/1/1 9:00
625,Reusable Silicone Food Storage Bags,http://127.0.0.1:8080/images/625.png,Treat yourself to one of our tempting yet affordable Reusable Silicone Food Storage Bags.  It make for a quick and tasty meal treat.,57,1922,116,1,2023/1/1 9:00,2023/1/1 9:00
626,Hot Teas,http://127.0.0.1:8080/images/626.png,Treat yourself to one of our tempting yet affordable Hot Teas.  It make for a quick and tasty meal treat.,67,1395,54,0,2023/1/1 9:00,2023/1/1 9:00
627,Organic Green Tea,http://127.0.0.1:8080/images/627.png,Treat yourself to one of our tempting yet affordable Organic Green Tea.  It make for a quick and tasty meal treat.,88,1051,395,1,2023/1/1 9:00,2023/1/1 9:00
628,Original Toast,http://127.0.0.1:8080/images/628.png,Treat yourself to one of our tempting yet affordable Original Toast.  It make for a quick and tasty meal treat.,2,1910,300,1,2023/1/1 9:00,2023/1/1 9:00
629,Lattes,http://127.0.0.1:8080/images/629.png,Treat yourself to one of our tempting yet affordable Lattes.  It make for a quick and tasty meal treat.,29,2382,132,0,2023/1/1 9:00,2023/1/1 9:00
630,Chocolate Cookies,http://127.0.0.1:8080/images/630.png,Treat yourself to one of our tempting yet affordable Chocolate Cookies.  It make for a quick and tasty meal treat.,41,992,94,1,2023/1/1 9:00,2023/1/1 9:00
631,Insulated Stainless Steel Water Bottle,http://127.0.0.1:8080/images/631.png,Treat yourself to one of our tempting yet affordable Insulated Stainless Steel Water Bottle.  It make for a quick and tasty meal treat.,18,2727,442,0,2023/1/1 9:00,2023/1/1 9:00
632,Hot Teas,http://127.0.0.1:8080/images/632.png,Treat yourself to one of our tempting yet affordable Hot Teas.  It make for a quick and tasty meal treat.,64,316,175,1,2023/1/1 9:00,2023/1/1 9:00
633,Coconut Cream Puff with Oreo Cookies,http://127.0.0.1:8080/images/633.png,Treat yourself to one of our tempting yet affordable Coconut Cream Puff with Oreo Cookies.  It make for a quick and tasty meal treat.,59,751,61,1,2023/1/1 9:00,2023/1/1 9:00
634,Expresso,http://127.0.0.1:8080/images/634.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,53,593,171,1,2023/1/1 9:00,2023/1/1 9:00
635,Americanos,http://127.0.0.1:8080/images/635.png,Treat yourself to one of our tempting yet affordable Americanos.  It make for a quick and tasty meal treat.,9,1623,442,1,2023/1/1 9:00,2023/1/1 9:00
636,Lattes,http://127.0.0.1:8080/images/636.png,Treat yourself to one of our tempting yet affordable Lattes.  It make for a quick and tasty meal treat.,30,284,381,1,2023/1/1 9:00,2023/1/1 9:00
637,Expresso,http://127.0.0.1:8080/images/637.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,53,1314,178,1,2023/1/1 9:00,2023/1/1 9:00
638,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/638.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,100,2730,210,1,2023/1/1 9:00,2023/1/1 9:00
639,Cold Teas,http://127.0.0.1:8080/images/639.png,Treat yourself to one of our tempting yet affordable Cold Teas.  It make for a quick and tasty meal treat.,87,2892,58,1,2023/1/1 9:00,2023/1/1 9:00
640,Organic Green Tea,http://127.0.0.1:8080/images/640.png,Treat yourself to one of our tempting yet affordable Organic Green Tea.  It make for a quick and tasty meal treat.,65,373,424,1,2023/1/1 9:00,2023/1/1 9:00
641,Creamy Tomato & Pepperoni Spaghetti,http://127.0.0.1:8080/images/641.png,Treat yourself to one of our tempting yet affordable Creamy Tomato & Pepperoni Spaghetti.  It make for a quick and tasty meal treat.,32,1638,74,1,2023/1/1 9:00,2023/1/1 9:00
642,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/642.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,17,2443,83,1,2023/1/1 9:00,2023/1/1 9:00
643,Chicken Sandwich,http://127.0.0.1:8080/images/643.png,Treat yourself to one of our tempting yet affordable Chicken Sandwich.  It make for a quick and tasty meal treat.,44,2297,344,1,2023/1/1 9:00,2023/1/1 9:00
644,Classic Hot Dog,http://127.0.0.1:8080/images/644.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,12,1319,408,1,2023/1/1 9:00,2023/1/1 9:00
645,Awayuki Strawberry Mini Cream Puff,http://127.0.0.1:8080/images/645.png,Treat yourself to one of our tempting yet affordable Awayuki Strawberry Mini Cream Puff.  It make for a quick and tasty meal treat.,81,1239,365,1,2023/1/1 9:00,2023/1/1 9:00
646,Donuts,http://127.0.0.1:8080/images/646.png,Treat yourself to one of our tempting yet affordable Donuts.  It make for a quick and tasty meal treat.,11,2834,101,0,2023/1/1 9:00,2023/1/1 9:00
647,Reusable Silicone Food Storage Bags,http://127.0.0.1:8080/images/647.png,Treat yourself to one of our tempting yet affordable Reusable Silicone Food Storage Bags.  It make for a quick and tasty meal treat.,20,1682,55,1,2023/1/1 9:00,2023/1/1 9:00
648,Milk Cream Roll Cake,http://127.0.0.1:8080/images/648.png,Treat yourself to one of our tempting yet affordable Milk Cream Roll Cake.  It make for a quick and tasty meal treat.,54,2512,420,1,2023/1/1 9:00,2023/1/1 9:00
649,Basque Cheese Cake,http://127.0.0.1:8080/images/649.png,Treat yourself to one of our tempting yet affordable Basque Cheese Cake.  It make for a quick and tasty meal treat.,23,2164,293,0,2023/1/1 9:00,2023/1/1 9:00
650,Donuts,http://127.0.0.1:8080/images/650.png,Treat yourself to one of our tempting yet affordable Donuts.  It make for a quick and tasty meal treat.,4,2145,249,0,2023/1/1 9:00,2023/1/1 9:00
651,Spaghetti with Meat Sauce,http://127.0.0.1:8080/images/651.png,Treat yourself to one of our tempting yet affordable Spaghetti with Meat Sauce.  It make for a quick and tasty meal treat.,12,1858,493,1,2023/1/1 9:00,2023/1/1 9:00
652,Classic Hot Dog,http://127.0.0.1:8080/images/652.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,24,2869,358,1,2023/1/1 9:00,2023/1/1 9:00
653,Creamy Tomato & Pepperoni Spaghetti,http://127.0.0.1:8080/images/653.png,Treat yourself to one of our tempting yet affordable Creamy Tomato & Pepperoni Spaghetti.  It make for a quick and tasty meal treat.,100,1533,196,1,2023/1/1 9:00,2023/1/1 9:00
654,Cheese Hot Dog,http://127.0.0.1:8080/images/654.png,Treat yourself to one of our tempting yet affordable Cheese Hot Dog.  It make for a quick and tasty meal treat.,86,2633,137,1,2023/1/1 9:00,2023/1/1 9:00
655,Tiramisu cup,http://127.0.0.1:8080/images/655.png,Treat yourself to one of our tempting yet affordable Tiramisu cup.  It make for a quick and tasty meal treat.,82,349,65,1,2023/1/1 9:00,2023/1/1 9:00
656,Reusable Silicone Food Storage Bags,http://127.0.0.1:8080/images/656.png,Treat yourself to one of our tempting yet affordable Reusable Silicone Food Storage Bags.  It make for a quick and tasty meal treat.,88,2120,347,1,2023/1/1 9:00,2023/1/1 9:00
657,Classic Hot Dog,http://127.0.0.1:8080/images/657.png,Treat yourself to one of our tempting yet affordable Classic Hot Dog.  It make for a quick and tasty meal treat.,76,845,173,1,2023/1/1 9:00,2023/1/1 9:00
658,"Bacon, Sausage & Egg Wrap",http://127.0.0.1:8080/images/658.png,"Treat yourself to one of our tempting yet affordable Bacon, Sausage & Egg Wrap.  It make for a quick and tasty meal treat.",57,1881,227,0,2023/1/1 9:00,2023/1/1 9:00
659,Tiramisu cup,http://127.0.0.1:8080/images/659.png,Treat yourself to one of our tempting yet affordable Tiramisu cup.  It make for a quick and tasty meal treat.,86,1374,485,1,2023/1/1 9:00,2023/1/1 9:00
660,Organic Green Tea,http://127.0.0.1:8080/images/660.png,Treat yourself to one of our tempting yet affordable Organic Green Tea.  It make for a quick and tasty meal treat.,82,2510,462,0,2023/1/1 9:00,2023/1/1 9:00
661,Basque Cheese Cake,http://127.0.0.1:8080/images/661.png,Treat yourself to one of our tempting yet affordable Basque Cheese Cake.  It make for a quick and tasty meal treat.,30,2938,457,1,2023/1/1 9:00,2023/1/1 9:00
662,Wireless Bluetooth Earbuds,http://127.0.0.1:8080/images/662.png,Treat yourself to one of our tempting yet affordable Wireless Bluetooth Earbuds.  It make for a quick and tasty meal treat.,59,1807,109,0,2023/1/1 9:00,2023/1/1 9:00
663,Milk Cream Roll Cake,http://127.0.0.1:8080/images/663.png,Treat yourself to one of our tempting yet affordable Milk Cream Roll Cake.  It make for a quick and tasty meal treat.,24,1493,161,1,2023/1/1 9:00,2023/1/1 9:00
664,Americanos,http://127.0.0.1:8080/images/664.png,Treat yourself to one of our tempting yet affordable Americanos.  It make for a quick and tasty meal treat.,5,2206,203,0,2023/1/1 9:00,2023/1/1 9:00
665,Double Cheese & Ham Sandwich,http://127.0.0.1:8080/images/665.png,Treat yourself to one of our tempting yet affordable Double Cheese & Ham Sandwich.  It make for a quick and tasty meal treat.,32,1494,78,1,2023/1/1 9:00,2023/1/1 9:00
666,Creamy Carbonara Spaghetti,http://127.0.0.1:8080/images/666.png,Treat yourself to one of our tempting yet affordable Creamy Carbonara Spaghetti.  It make for a quick and tasty meal treat.,57,1832,268,1,2023/1/1 9:00,2023/1/1 9:00
667,Creamy Carbonara Spaghetti,http://127.0.0.1:8080/images/667.png,Treat yourself to one of our tempting yet affordable Creamy Carbonara Spaghetti.  It make for a quick and tasty meal treat.,46,2569,69,1,2023/1/1 9:00,2023/1/1 9:00
668,Donuts,http://127.0.0.1:8080/images/668.png,Treat yourself to one of our tempting yet affordable Donuts.  It make for a quick and tasty meal treat.,49,1521,102,1,2023/1/1 9:00,2023/1/1 9:00
669,Coconut Curry Chicken Rice,http://127.0.0.1:8080/images/669.png,Treat yourself to one of our tempting yet affordable Coconut Curry Chicken Rice.  It make for a quick and tasty meal treat.,21,1893,275,1,2023/1/1 9:00,2023/1/1 9:00
670,Chicken Sandwich,http://127.0.0.1:8080/images/670.png,Treat yourself to one of our tempting yet affordable Chicken Sandwich.  It make for a quick and tasty meal treat.,36,2285,234,1,2023/1/1 9:00,2023/1/1 9:00
671,Awayuki Strawberry Mini Cream Puff,http://127.0.0.1:8080/images/671.png,Treat yourself to one of our tempting yet affordable Awayuki Strawberry Mini Cream Puff.  It make for a quick and tasty meal treat.,82,1509,231,1,2023/1/1 9:00,2023/1/1 9:00
672,"Bacon, Sausage & Egg Wrap",http://127.0.0.1:8080/images/672.png,"Treat yourself to one of our tempting yet affordable Bacon, Sausage & Egg Wrap.  It make for a quick and tasty meal treat.",45,2567,487,1,2023/1/1 9:00,2023/1/1 9:00
673,Coffee Frappuccino,http://127.0.0.1:8080/images/673.png,Treat yourself to one of our tempting yet affordable Coffee Frappuccino.  It make for a quick and tasty meal treat.,71,1777,243,1,2023/1/1 9:00,2023/1/1 9:00
674,Expresso,http://127.0.0.1:8080/images/674.png,Treat yourself to one of our tempting yet affordable Expresso.  It make for a quick and tasty meal treat.,96,2854,326,1,2023/1/1 9:00,2023/1/1 9:00
